symb,xymd,open,high,low,clos,diff,rate,gvol
NAS@SOX,20220719,2724.34,2813.77,2717.81,2803.14,123.57,4.61,0
NAS@SOX,20220718,2731.56,2754.96,2665.18,2679.57,-14.2,-0.53,0
NAS@SOX,20220715,2659.01,2694.97,2626.0,2693.77,66.85,2.54,0
NAS@SOX,20220714,2566.74,2636.63,2529.55,2626.92,49.56,1.92,0
NAS@SOX,20220713,2507.85,2594.97,2504.99,2577.36,19.19,0.75,0
NAS@SOX,20220712,2583.22,2588.38,2542.54,2558.17,4.48,0.18,0
NAS@SOX,20220711,2575.74,2588.02,2538.98,2553.69,-64.33,-2.46,0
NAS@SOX,20220708,2567.18,2632.34,2561.28,2618.02,12.14,0.47,0
NAS@SOX,20220707,2560.2,2616.44,2555.38,2605.88,111.77,4.48,0
NAS@SOX,20220706,2477.32,2520.83,2456.23,2494.11,16.47,0.66,0
NAS@SOX,20220705,2391.81,2478.26,2386.67,2477.64,19.18,0.78,0
NAS@SOX,20220701,2512.1,2524.03,2429.9,2458.46,-97.79,-3.83,0
NAS@SOX,20220630,2548.64,2602.55,2514.42,2556.25,-27.73,-1.07,0
NAS@SOX,20220629,2604.98,2610.68,2553.53,2583.98,-58.09,-2.2,0
NAS@SOX,20220628,2724.48,2758.52,2640.8,2642.07,-71.4,-2.63,0
NAS@SOX,20220627,2745.76,2749.66,2692.78,2713.47,-5.0,-0.18,0
NAS@SOX,20220624,2639.77,2719.53,2639.44,2718.47,115.73,4.45,0
NAS@SOX,20220623,2633.01,2636.82,2563.68,2602.74,-16.97,-0.65,0
NAS@SOX,20220622,2603.6,2658.76,2602.9,2619.71,-29.66,-1.12,0
NAS@SOX,20220621,2638.47,2685.01,2633.56,2649.37,70.83,2.75,0
NAS@SOX,20220617,2581.72,2598.56,2523.2,2578.54,11.68,0.46,0
NAS@SOX,20220616,2648.23,2655.08,2537.69,2566.86,-170.68,-6.23,0
NAS@SOX,20220615,2726.07,2780.64,2674.02,2737.54,47.65,1.77,0
NAS@SOX,20220614,2707.27,2713.5,2658.4,2689.89,16.89,0.63,0
NAS@SOX,20220613,2742.15,2765.43,2665.64,2673.0,-158.98,-5.61,0
NAS@SOX,20220610,2894.71,2911.76,2828.46,2831.98,-105.81,-3.6,0
NAS@SOX,20220609,2995.78,3047.72,2937.4,2937.79,-81.31,-2.69,0
NAS@SOX,20220608,3069.76,3082.38,3000.46,3019.1,-73.87,-2.39,0
NAS@SOX,20220607,3025.92,3098.75,3007.96,3092.97,30.24,0.99,0
NAS@SOX,20220606,3121.94,3132.42,3047.18,3062.73,0.14,0.0,0
NAS@SOX,20220603,3080.54,3103.36,3047.9,3062.59,-95.39,-3.02,0
NAS@SOX,20220602,3041.98,3158.62,3036.98,3157.98,108.95,3.57,0
NAS@SOX,20220601,3117.3,3130.1,3011.18,3049.03,-49.66,-1.6,0
NAS@SOX,20220531,3110.09,3126.86,3052.66,3098.69,-16.66,-0.53,0
NAS@SOX,20220527,3048.11,3120.89,3046.7,3115.35,120.74,4.03,0
NAS@SOX,20220526,2849.97,3006.23,2848.49,2994.61,111.68,3.87,0
NAS@SOX,20220525,2812.06,2905.94,2809.74,2882.93,55.88,1.98,0
NAS@SOX,20220524,2853.71,2863.51,2797.9,2827.05,-71.38,-2.46,0
NAS@SOX,20220523,2861.34,2904.17,2844.09,2898.43,15.78,0.55,0
NAS@SOX,20220520,2937.7,2939.47,2758.75,2882.65,-7.68,-0.27,0
NAS@SOX,20220519,2901.05,2960.13,2867.13,2890.33,-17.63,-0.61,0
NAS@SOX,20220518,3012.02,3054.81,2897.94,2907.96,-158.54,-5.17,0
NAS@SOX,20220517,3007.48,3071.56,2990.31,3066.5,146.44,5.01,0
NAS@SOX,20220516,2929.86,2967.77,2912.24,2920.06,-50.31,-1.69,0
NAS@SOX,20220513,2880.0,2988.33,2863.41,2970.37,143.16,5.06,0
NAS@SOX,20220512,2781.84,2851.75,2754.7,2827.21,15.27,0.54,0
NAS@SOX,20220511,2872.9,2937.39,2806.99,2811.94,-88.19,-3.04,0
NAS@SOX,20220510,2918.6,2948.64,2834.86,2900.13,71.03,2.51,0
NAS@SOX,20220509,2918.42,2949.92,2817.21,2829.1,-152.96,-5.13,0
NAS@SOX,20220506,2990.46,3044.82,2926.09,2982.06,-23.47,-0.78,0
NAS@SOX,20220505,3103.59,3105.5,2965.73,3005.53,-158.25,-5.0,0
NAS@SOX,20220504,3071.17,3166.7,2974.71,3163.78,118.89,3.9,0
NAS@SOX,20220503,3012.21,3067.41,2994.95,3044.89,22.65,0.75,0
NAS@SOX,20220502,2935.96,3024.79,2905.44,3022.24,102.5,3.51,0
NAS@SOX,20220429,3006.49,3065.72,2916.12,2919.74,-136.62,-4.47,0
NAS@SOX,20220428,2968.45,3087.03,2919.5,3056.36,161.45,5.58,0
NAS@SOX,20220427,2879.76,2964.46,2875.37,2894.91,-14.21,-0.49,0
NAS@SOX,20220426,3006.91,3006.91,2908.13,2909.12,-133.27,-4.38,0
NAS@SOX,20220425,2964.6,3045.68,2964.57,3042.39,52.56,1.76,0
NAS@SOX,20220422,3054.62,3069.52,2988.42,2989.83,-68.91,-2.25,0
NAS@SOX,20220421,3185.82,3216.79,3046.69,3058.74,-83.46,-2.66,0
NAS@SOX,20220420,3205.67,3227.18,3135.45,3142.2,-11.03,-0.35,0
NAS@SOX,20220419,3073.32,3157.52,3057.43,3153.23,68.04,2.21,0
NAS@SOX,20220418,3017.96,3110.03,3017.96,3085.19,56.97,1.88,0
NAS@SOX,20220414,3131.42,3132.61,3026.77,3028.22,-91.1,-2.92,0
NAS@SOX,20220413,3065.25,3136.64,3053.64,3119.32,71.85,2.36,0
NAS@SOX,20220412,3124.32,3145.75,3035.94,3047.47,-7.62,-0.25,0
NAS@SOX,20220411,3067.98,3099.42,3052.14,3055.09,-65.07,-2.09,0
NAS@SOX,20220408,3164.94,3173.53,3116.67,3120.16,-77.28,-2.42,0
NAS@SOX,20220407,3188.9,3226.79,3134.37,3197.44,3.48,0.11,0
NAS@SOX,20220406,3197.99,3246.88,3164.99,3193.96,-75.86,-2.32,0
NAS@SOX,20220405,3396.45,3400.59,3264.38,3269.82,-155.13,-4.53,0
NAS@SOX,20220404,3380.61,3428.66,3368.35,3424.95,58.31,1.73,0
NAS@SOX,20220401,3454.07,3455.8,3317.88,3366.64,-62.36,-1.82,0
NAS@SOX,20220331,3503.74,3523.7,3427.47,3429.0,-79.62,-2.27,0
NAS@SOX,20220330,3605.26,3611.2,3493.69,3508.62,-116.96,-3.23,0
NAS@SOX,20220329,3601.37,3633.14,3557.66,3625.58,78.41,2.21,0
NAS@SOX,20220328,3501.79,3548.54,3450.94,3547.17,21.83,0.62,0
NAS@SOX,20220325,3525.96,3535.41,3466.99,3525.34,-7.38,-0.21,0
NAS@SOX,20220324,3398.01,3533.58,3384.3,3532.72,172.4,5.13,0
NAS@SOX,20220323,3411.68,3457.24,3359.38,3360.32,-85.53,-2.48,0
NAS@SOX,20220322,3421.94,3485.23,3417.11,3445.85,22.61,0.66,0
NAS@SOX,20220321,3413.66,3450.45,3365.25,3423.24,-9.06,-0.26,0
NAS@SOX,20220318,3338.0,3443.68,3324.72,3432.3,67.75,2.01,0
NAS@SOX,20220317,3298.47,3365.13,3280.66,3364.55,24.49,0.73,0
NAS@SOX,20220316,3232.98,3340.85,3202.37,3340.06,159.82,5.03,0
NAS@SOX,20220315,3073.77,3186.6,3057.77,3180.24,132.74,4.36,0
NAS@SOX,20220314,3140.23,3150.03,3030.07,3047.5,-96.65,-3.07,0
NAS@SOX,20220311,3259.73,3266.34,3139.61,3144.15,-66.92,-2.08,0
NAS@SOX,20220310,3222.33,3223.33,3151.62,3211.07,-71.11,-2.17,0
NAS@SOX,20220309,3261.22,3303.63,3223.4,3282.18,125.31,3.97,0
NAS@SOX,20220308,3110.17,3268.48,3067.52,3156.87,57.94,1.87,0
NAS@SOX,20220307,3273.07,3285.68,3097.76,3098.93,-159.99,-4.91,0
NAS@SOX,20220304,3314.94,3337.74,3220.41,3258.92,-80.84,-2.42,0
NAS@SOX,20220303,3424.02,3425.59,3322.7,3339.76,-76.4,-2.24,0
NAS@SOX,20220302,3335.57,3436.07,3330.62,3416.16,111.31,3.37,0
NAS@SOX,20220301,3419.52,3435.08,3274.31,3304.85,-124.68,-3.64,0
NAS@SOX,20220228,3415.4,3460.8,3364.07,3429.53,-23.14,-0.67,0
NAS@SOX,20220225,3390.96,3454.92,3351.93,3452.67,53.51,1.57,0
NAS@SOX,20220224,3156.84,3404.21,3152.68,3399.16,121.36,3.7,0
NAS@SOX,20220223,3402.83,3430.09,3273.06,3277.8,-78.27,-2.33,0
NAS@SOX,20220222,3347.22,3436.28,3307.31,3356.07,-28.23,-0.83,0
NAS@SOX,20220218,3429.41,3432.38,3336.0,3384.3,-38.3,-1.12,0
NAS@SOX,20220217,3509.09,3512.04,3420.85,3422.6,-133.09,-3.74,0
NAS@SOX,20220216,3511.21,3567.0,3480.87,3555.69,1.24,0.03,0
NAS@SOX,20220215,3439.1,3559.76,3433.0,3554.45,184.25,5.47,0
NAS@SOX,20220214,3376.12,3433.08,3324.55,3370.2,4.95,0.15,0
NAS@SOX,20220211,3552.73,3568.83,3341.78,3365.25,-170.85,-4.83,0
NAS@SOX,20220210,3569.15,3674.36,3520.52,3536.1,-117.62,-3.22,0
NAS@SOX,20220209,3590.7,3655.28,3543.72,3653.72,118.59,3.35,0
NAS@SOX,20220208,3443.2,3545.13,3433.85,3535.13,82.8,2.4,0
NAS@SOX,20220207,3470.49,3507.53,3440.25,3452.33,-0.74,-0.02,0
NAS@SOX,20220204,3420.43,3481.65,3374.5,3453.07,20.52,0.6,0
NAS@SOX,20220203,3510.25,3559.2,3425.19,3432.55,-164.62,-4.58,0
NAS@SOX,20220202,3578.42,3601.22,3526.96,3597.17,86.31,2.46,0
NAS@SOX,20220201,3504.66,3515.48,3422.36,3510.86,27.65,0.79,0
NAS@SOX,20220131,3332.13,3484.71,3304.88,3483.21,179.82,5.44,0
NAS@SOX,20220128,3237.49,3304.17,3147.48,3303.39,59.4,1.83,0
NAS@SOX,20220127,3422.91,3422.91,3236.2,3243.99,-163.01,-4.78,0
NAS@SOX,20220126,3447.31,3540.52,3357.11,3407.0,56.15,1.68,0
NAS@SOX,20220125,3387.94,3432.21,3335.7,3350.85,-129.1,-3.71,0
NAS@SOX,20220124,3363.4,3483.49,3257.46,3479.95,45.16,1.31,0
NAS@SOX,20220121,3466.19,3567.1,3429.88,3434.79,-59.96,-1.72,0
NAS@SOX,20220120,3638.15,3666.62,3493.1,3494.75,-117.44,-3.25,0
NAS@SOX,20220119,3763.25,3777.9,3610.48,3612.19,-115.05,-3.09,0
NAS@SOX,20220118,3840.78,3840.95,3720.16,3727.24,-173.37,-4.44,0
NAS@SOX,20220114,3783.1,3903.05,3783.1,3900.61,88.77,2.33,0
NAS@SOX,20220113,3971.17,3992.23,3801.43,3811.84,-89.37,-2.29,0
NAS@SOX,20220112,3915.6,3937.96,3866.15,3901.21,25.77,0.66,0
NAS@SOX,20220111,3785.58,3879.0,3767.82,3875.44,70.05,1.84,0
NAS@SOX,20220110,3738.19,3810.3,3676.77,3805.39,9.07,0.24,0
NAS@SOX,20220107,3912.19,3917.82,3786.43,3796.32,-112.71,-2.88,0
NAS@SOX,20220106,3872.4,3926.99,3839.08,3909.03,29.16,0.75,0
NAS@SOX,20220105,3988.59,4020.49,3876.84,3879.87,-129.13,-3.22,0
NAS@SOX,20220104,4045.37,4068.15,3918.41,4009.0,-18.22,-0.45,0
NAS@SOX,20220103,3974.31,4027.9,3961.29,4027.22,81.06,2.05,0
NAS@SOX,20211231,3960.46,3987.55,3944.82,3946.16,-5.88,-0.15,0
NAS@SOX,20211230,3996.44,4008.69,3945.76,3952.04,-47.31,-1.18,0
NAS@SOX,20211229,3995.46,4023.99,3979.19,3999.35,7.16,0.18,0
NAS@SOX,20211228,4052.83,4054.99,3977.72,3992.19,-47.32,-1.17,0
NAS@SOX,20211227,3945.99,4040.63,3945.99,4039.51,107.12,2.72,0
NAS@SOX,20211223,3906.82,3955.54,3906.82,3932.39,40.47,1.04,0
NAS@SOX,20211222,3836.54,3892.77,3817.22,3891.92,34.62,0.9,0
NAS@SOX,20211221,3818.57,3861.77,3760.06,3857.3,124.91,3.35,0
NAS@SOX,20211220,3707.4,3755.37,3689.38,3732.39,-28.65,-0.76,0
NAS@SOX,20211217,3733.66,3814.83,3721.17,3761.04,-5.28,-0.14,0
NAS@SOX,20211216,3961.55,3961.99,3748.13,3766.32,-168.14,-4.27,0
NAS@SOX,20211215,3805.41,3939.86,3757.28,3934.46,140.05,3.69,0
NAS@SOX,20211214,3768.06,3814.62,3746.44,3794.41,-20.02,-0.52,0
NAS@SOX,20211213,3931.03,3936.71,3811.05,3814.43,-100.24,-2.56,0
NAS@SOX,20211210,3952.4,3967.98,3871.88,3914.67,35.15,0.91,0
NAS@SOX,20211209,3936.34,3981.94,3877.08,3879.52,-84.92,-2.14,0
NAS@SOX,20211208,3954.26,3973.42,3928.16,3964.44,-24.31,-0.61,0
NAS@SOX,20211207,3892.32,4002.16,3892.32,3988.75,188.68,4.97,0
NAS@SOX,20211206,3797.59,3814.33,3687.87,3800.07,-4.47,-0.12,0
NAS@SOX,20211203,3874.52,3902.86,3762.07,3804.54,-6.27,-0.16,0
NAS@SOX,20211202,3758.2,3838.64,3742.54,3810.81,0.06,0.0,0
NAS@SOX,20211201,3896.08,3958.72,3806.32,3810.75,-22.47,-0.59,0
NAS@SOX,20211130,3893.01,3924.79,3804.59,3833.22,-77.32,-1.98,0
NAS@SOX,20211129,3827.41,3914.7,3806.36,3910.54,153.41,4.08,0
NAS@SOX,20211126,3799.55,3833.05,3735.93,3757.13,-112.88,-2.92,0
NAS@SOX,20211124,3800.05,3871.59,3765.69,3870.01,35.58,0.93,0
NAS@SOX,20211123,3836.69,3869.86,3773.44,3834.43,-12.69,-0.33,0
NAS@SOX,20211122,3928.0,3982.12,3843.89,3847.12,-64.9,-1.66,0
NAS@SOX,20211119,3895.65,3936.98,3879.86,3912.02,12.06,0.31,0
NAS@SOX,20211118,3904.29,3916.92,3861.94,3899.96,68.52,1.79,0
NAS@SOX,20211117,3851.31,3856.5,3813.58,3831.44,-27.96,-0.72,0
NAS@SOX,20211116,3781.91,3866.73,3774.07,3859.4,65.65,1.73,0
NAS@SOX,20211115,3817.1,3823.62,3760.1,3793.75,-0.75,-0.02,0
NAS@SOX,20211112,3770.52,3812.34,3754.67,3794.5,30.01,0.8,0
NAS@SOX,20211111,3740.36,3772.07,3723.16,3764.49,71.47,1.94,0
NAS@SOX,20211110,3727.59,3783.06,3676.62,3693.02,-107.55,-2.83,0
NAS@SOX,20211109,3830.77,3838.62,3767.03,3800.57,-2.76,-0.07,0
NAS@SOX,20211108,3781.13,3824.32,3766.48,3803.33,46.78,1.25,0
NAS@SOX,20211105,3738.88,3789.59,3725.32,3756.55,40.79,1.1,0
NAS@SOX,20211104,3633.11,3728.08,3617.08,3715.76,125.59,3.5,0
NAS@SOX,20211103,3552.71,3592.76,3540.0,3590.17,41.32,1.16,0
NAS@SOX,20211102,3510.25,3549.76,3510.25,3548.85,42.57,1.21,0
NAS@SOX,20211101,3459.57,3507.56,3451.68,3506.28,55.01,1.59,0
NAS@SOX,20211029,3407.48,3452.83,3404.15,3451.27,12.44,0.36,0
NAS@SOX,20211028,3406.3,3440.58,3402.97,3438.83,78.54,2.34,0
NAS@SOX,20211027,3365.1,3399.13,3353.78,3360.29,-32.67,-0.96,0
NAS@SOX,20211026,3420.33,3427.9,3381.14,3392.96,0.57,0.02,0
NAS@SOX,20211025,3384.94,3412.39,3377.97,3392.39,22.11,0.66,0
NAS@SOX,20211022,3393.14,3427.13,3366.63,3370.28,-41.77,-1.22,0
NAS@SOX,20211021,3353.95,3414.98,3353.87,3412.05,37.83,1.12,0
NAS@SOX,20211020,3380.38,3387.98,3363.34,3374.22,-7.23,-0.21,0
NAS@SOX,20211019,3343.13,3381.7,3331.98,3381.45,42.67,1.28,0
NAS@SOX,20211018,3287.42,3340.84,3276.7,3338.78,24.37,0.74,0
NAS@SOX,20211015,3316.54,3325.31,3299.55,3314.41,23.17,0.7,0
NAS@SOX,20211014,3245.87,3292.09,3243.15,3291.24,98.49,3.08,0
NAS@SOX,20211013,3203.66,3211.97,3183.5,3192.75,14.6,0.46,0
NAS@SOX,20211012,3240.78,3242.89,3165.35,3178.15,-43.08,-1.34,0
NAS@SOX,20211011,3232.82,3274.4,3219.95,3221.23,-25.04,-0.77,0
NAS@SOX,20211008,3288.58,3289.5,3241.87,3246.27,-28.21,-0.86,0
NAS@SOX,20211007,3281.02,3319.38,3271.19,3274.48,35.69,1.1,0
NAS@SOX,20211006,3191.51,3242.38,3182.62,3238.79,11.54,0.36,0
NAS@SOX,20211005,3204.73,3249.01,3191.15,3227.25,47.19,1.48,0
NAS@SOX,20211004,3240.9,3246.42,3170.47,3180.06,-81.12,-2.49,0
NAS@SOX,20211001,3275.28,3277.58,3208.55,3261.18,3.09,0.09,0
NAS@SOX,20210930,3293.73,3311.41,3257.74,3258.09,-5.75,-0.18,0
NAS@SOX,20210929,3318.33,3329.89,3257.21,3263.84,-50.55,-1.53,0
NAS@SOX,20210928,3378.11,3398.1,3313.75,3314.39,-131.05,-3.8,0
NAS@SOX,20210927,3418.12,3458.23,3399.08,3445.44,-8.48,-0.25,0
NAS@SOX,20210924,3431.14,3461.28,3426.08,3453.92,-3.53,-0.1,0
NAS@SOX,20210923,3426.28,3468.74,3418.0,3457.45,45.43,1.33,0
NAS@SOX,20210922,3374.23,3420.74,3357.62,3412.02,66.99,2.0,0
NAS@SOX,20210921,3363.35,3368.38,3313.85,3345.03,6.8,0.2,0
NAS@SOX,20210920,3341.28,3360.03,3289.41,3338.23,-82.93,-2.42,0
NAS@SOX,20210917,3457.77,3457.77,3403.13,3421.16,-52.44,-1.51,0
NAS@SOX,20210916,3437.28,3484.19,3427.85,3473.6,7.84,0.23,0
NAS@SOX,20210915,3451.24,3466.52,3421.56,3465.76,16.37,0.47,0
NAS@SOX,20210914,3464.71,3475.78,3433.51,3449.39,-0.29,-0.01,0
NAS@SOX,20210913,3450.58,3458.07,3405.34,3449.68,33.02,0.97,0
NAS@SOX,20210910,3425.37,3468.68,3415.16,3416.66,25.82,0.76,0
NAS@SOX,20210909,3381.57,3410.06,3379.83,3390.84,13.16,0.39,0
NAS@SOX,20210908,3409.51,3411.75,3350.26,3377.68,-42.05,-1.23,0
NAS@SOX,20210907,3432.2,3432.99,3401.89,3419.73,-11.16,-0.33,0
NAS@SOX,20210903,3405.03,3445.39,3401.76,3430.89,19.57,0.57,0
NAS@SOX,20210902,3413.35,3420.01,3396.95,3411.32,11.37,0.33,0
NAS@SOX,20210901,3431.0,3433.01,3398.63,3399.95,-17.77,-0.52,0
NAS@SOX,20210831,3446.47,3446.58,3391.12,3417.72,-28.72,-0.83,0
NAS@SOX,20210830,3460.8,3477.93,3433.88,3446.44,9.99,0.29,0
NAS@SOX,20210827,3373.5,3441.78,3373.5,3436.45,66.06,1.96,0
NAS@SOX,20210826,3368.36,3385.47,3346.83,3370.39,-2.16,-0.06,0
NAS@SOX,20210825,3365.2,3393.89,3363.25,3372.55,27.16,0.81,0
NAS@SOX,20210824,3347.83,3363.42,3338.92,3345.39,3.38,0.1,0
NAS@SOX,20210823,3287.68,3346.16,3287.36,3342.01,85.51,2.63,0
NAS@SOX,20210820,3245.22,3263.46,3218.55,3256.5,20.63,0.64,0
NAS@SOX,20210819,3192.23,3252.63,3166.83,3235.87,27.04,0.84,0
NAS@SOX,20210818,3245.66,3269.15,3205.98,3208.83,-47.99,-1.47,0
NAS@SOX,20210817,3288.02,3288.02,3228.89,3256.82,-65.82,-1.98,0
NAS@SOX,20210816,3323.77,3331.74,3298.2,3322.64,-12.4,-0.37,0
NAS@SOX,20210813,3308.77,3337.61,3305.81,3335.04,22.08,0.67,0
NAS@SOX,20210812,3328.55,3328.55,3287.04,3312.96,-37.97,-1.13,0
NAS@SOX,20210811,3370.39,3373.39,3310.01,3350.93,-7.94,-0.24,0
NAS@SOX,20210810,3406.48,3409.45,3337.64,3358.87,-40.89,-1.2,0
NAS@SOX,20210809,3424.42,3428.11,3387.56,3399.76,-12.29,-0.36,0
NAS@SOX,20210806,3404.4,3427.57,3403.47,3412.05,-12.41,-0.36,0
NAS@SOX,20210805,3447.21,3451.41,3408.4,3424.46,-12.44,-0.36,0
NAS@SOX,20210804,3415.14,3450.37,3405.71,3436.9,40.24,1.18,0
NAS@SOX,20210803,3382.12,3397.79,3340.4,3396.66,19.17,0.57,0
NAS@SOX,20210802,3388.5,3420.31,3370.83,3377.49,20.96,0.62,0
NAS@SOX,20210730,3304.5,3361.17,3304.5,3356.53,23.29,0.7,0
NAS@SOX,20210729,3286.36,3339.87,3280.41,3333.24,60.79,1.86,0
NAS@SOX,20210728,3230.14,3283.16,3216.98,3272.45,56.48,1.76,0
